time_key,open,close,high,low,volume
2023-09-01 00:00:00,80.0,77.99,80.35,77.15,6676523.0
2023-09-05 00:00:00,78.0,77.5,79.29,76.28,4949006.0
2023-09-06 00:00:00,77.38,78.04,79.97,76.75,6636170.0
2023-09-07 00:00:00,76.2682,81.79,82.07,75.4564,6424048.0
2023-09-08 00:00:00,81.64,82.09,82.69,80.35,5689710.0
2023-09-11 00:00:00,82.0,80.62,83.2,77.79,7220697.0
2023-09-12 00:00:00,82.015,81.32,86.36,80.54,10519254.0
2023-09-13 00:00:00,81.89,79.86,83.15,79.6197,5925739.0
2023-09-14 00:00:00,81.67,83.45,84.1,81.26,7145133.0
2023-09-15 00:00:00,82.74,82.15,83.32,79.95,6272263.0
2023-09-18 00:00:00,83.8,81.61,84.3489,81.22,6246696.0
2023-09-19 00:00:00,82.15,78.13,82.4,77.77,7567368.0
2023-09-20 00:00:00,78.62,76.67,80.59,76.56,5467101.0
2023-09-21 00:00:00,74.38,74.42,75.1899,72.8601,6543911.0
2023-09-22 00:00:00,75.49,70.96,75.95,70.81,6321573.0
2023-09-25 00:00:00,69.91,71.75,72.36,69.63,5057460.0
2023-09-26 00:00:00,71.74,70.52,73.09,69.71,5168151.0
2023-09-27 00:00:00,72.72,71.52,73.48,69.95,5324560.0
2023-09-28 00:00:00,72.59,75.16,77.13,71.51,8252398.0
2023-09-29 00:00:00,76.75,75.08,77.4999,74.57,5747236.0
2023-10-02 00:00:00,78.55,75.31,79.9494,74.4,9709327.0
2023-10-03 00:00:00,74.34,72.48,75.65,71.75,5815497.0
2023-10-04 00:00:00,73.2,73.47,74.11,70.41,7613659.0
2023-10-05 00:00:00,73.53,74.62,75.48,72.1,6229265.0
2023-10-06 00:00:00,72.475,78.46,78.95,72.3183,7931250.0
2023-10-09 00:00:00,76.52,79.1,80.06,76.5,5631270.0
2023-10-10 00:00:00,79.0,79.62,82.0699,77.9728,5645077.0
2023-10-11 00:00:00,79.265,77.35,80.4899,75.6,6474139.0
2023-10-12 00:00:00,77.04,75.19,77.181,74.45,5338642.0
2023-10-13 00:00:00,75.0,73.43,75.19,72.1,6163592.0
2023-10-16 00:00:00,77.61,75.21,79.3,73.355,12608642.0
2023-10-17 00:00:00,74.8,77.46,79.12,74.5,7459543.0
2023-10-18 00:00:00,76.88,73.93,78.38,73.78,5123350.0
2023-10-19 00:00:00,74.28,73.1,76.165,72.72,5391198.0
2023-10-20 00:00:00,74.64,74.66,76.76,73.5,8423324.0
2023-10-23 00:00:00,75.5,77.21,80.73,72.42,13635694.0
2023-10-24 00:00:00,83.29,82.07,89.4,80.8891,23689528.0
2023-10-25 00:00:00,83.51,77.79,84.09,77.4,13773156.0
2023-10-26 00:00:00,77.2,74.61,79.16,73.15,8294499.0
2023-10-27 00:00:00,76.45,70.78,76.5,70.42,9010568.0
2023-10-30 00:00:00,72.045,73.6,74.08,71.88,6454608.0
2023-10-31 00:00:00,73.6,77.12,77.47,73.56,6334625.0
2023-11-01 00:00:00,77.42,77.81,79.41,75.87,6878582.0
2023-11-02 00:00:00,81.71,84.6,84.8,80.81,12596230.0
2023-11-03 00:00:00,83.79,85.8,88.34,82.05,12193525.0
2023-11-06 00:00:00,86.815,86.37,89.27,84.09,9881917.0
2023-11-07 00:00:00,86.2,89.07,89.49,84.3,6762266.0
2023-11-08 00:00:00,88.8,88.32,89.15,84.69,7286011.0
2023-11-09 00:00:00,92.9,92.86,99.82,91.3686,20941380.0
2023-11-10 00:00:00,94.4,92.92,96.2185,91.8,9853318.0
2023-11-13 00:00:00,91.78,92.64,93.2677,88.62,8860361.0
2023-11-14 00:00:00,94.91,92.09,95.32,89.79,10137685.0
2023-11-15 00:00:00,93.92,98.15,100.15,93.07,11968933.0
2023-11-16 00:00:00,97.68,96.92,97.89,94.45,7073846.0
2023-11-17 00:00:00,97.0,99.05,99.43,94.9,7373822.0
2023-11-20 00:00:00,100.71,106.1,106.46,100.01,10982256.0
2023-11-21 00:00:00,104.0,105.49,106.0594,101.34,9348226.0
2023-11-22 00:00:00,106.17,109.25,109.99,103.36,10356518.0
2023-11-24 00:00:00,108.45,115.54,116.94,107.98,11654562.0
2023-11-27 00:00:00,112.58,119.77,121.46,112.1828,14205949.0
2023-11-28 00:00:00,122.05,128.27,129.26,119.7005,17639131.0
2023-11-29 00:00:00,127.82,127.82,131.42,126.3,13908808.0
2023-11-30 00:00:00,126.06,124.72,127.14,118.4,14074010.0
2023-12-01 00:00:00,126.39,133.76,134.33,125.88,13693520.0
2023-12-04 00:00:00,143.53,141.09,146.3,137.6,21561895.0
2023-12-05 00:00:00,140.0,140.2,147.86,139.1762,18303393.0
2023-12-06 00:00:00,142.5,134.63,143.44,134.115,12584385.0
2023-12-07 00:00:00,131.02,136.19,138.48,130.17,9795672.0
2023-12-08 00:00:00,136.19,146.62,146.74,135.85,12023554.0
2023-12-11 00:00:00,141.5,138.02,142.87,135.985,12160377.0
2023-12-12 00:00:00,139.89,139.62,141.75,135.99,8303476.0
2023-12-13 00:00:00,139.62,150.46,150.65,137.15,12514886.0
2023-12-14 00:00:00,152.1,153.63,154.74,149.1,12095076.0
2023-12-15 00:00:00,151.81,147.9,151.92,146.84,11802287.0
2023-12-18 00:00:00,144.81,153.43,155.01,144.0,9959902.0
2023-12-19 00:00:00,155.5,161.16,162.09,153.61,13906758.0
2023-12-20 00:00:00,164.73,161.86,169.48,160.07,16021890.0
2023-12-21 00:00:00,166.71,168.03,170.17,163.1,12081482.0
2023-12-22 00:00:00,169.77,175.48,178.6955,167.9,15832867.0
2023-12-26 00:00:00,174.8,172.05,178.12,169.05,12544846.0
2023-12-27 00:00:00,176.32,185.24,186.97,175.5,15569914.0
2023-12-28 00:00:00,179.31,186.36,187.39,177.75,17276287.0
2023-12-29 00:00:00,186.06,173.92,187.25,171.0,19724384.0
2024-01-02 00:00:00,173.0231,156.88,175.57,155.35,26549365.0
2024-01-03 00:00:00,146.0,152.24,156.25,144.11,18573798.0
2024-01-04 00:00:00,152.5,155.6,161.28,148.8058,14874267.0
2024-01-05 00:00:00,152.67,153.98,157.69,151.09,10875480.0
2024-01-08 00:00:00,157.8,159.42,161.3789,146.51,18125703.0
2024-01-09 00:00:00,159.6,151.99,159.99,151.32,12959726.0
2024-01-10 00:00:00,149.21,151.29,153.4728,143.15,18718224.0
2024-01-11 00:00:00,159.19,141.16,161.04,140.01,31754164.0
2024-01-12 00:00:00,137.19,130.78,141.07,130.37,20392801.0
2024-01-16 00:00:00,129.435,133.88,136.4,126.88,14789707.0
