time_key,open,close,high,low,volume
2018-01-02,17.157855835,17.806341725,17.824355222,17.094808596,21899857.0
2018-01-03,17.842368719,17.536139271,17.878395712,17.256930068,20673587.0
2018-01-04,17.680247246,17.779321479,17.851375467,17.396534669,19540525.0
2018-01-05,17.734287737,17.923429455,17.932436203,17.590179761,13870616.0
2018-01-08,17.977469946,17.842368719,18.004490191,17.761307982,15237170.0
2018-01-09,17.815348473,17.040768105,17.824355222,16.977720865,32628483.0
2018-01-10,17.175869332,17.572166264,17.779321479,17.112822093,28035239.0
2018-01-11,17.689253995,17.905415958,17.959456449,17.446071786,21236145.0
2018-01-12,17.959456449,17.788328228,18.076544179,17.662233749,14187599.0
2018-01-16,17.563159516,17.401038044,17.783824854,17.229909823,22835370.0
2018-01-17,17.41905154,17.806341725,17.851375467,17.392031295,16886551.0
2018-01-18,17.743294485,17.473092031,17.837865344,17.446071786,23340984.0
2018-01-19,17.545146019,17.977469946,18.157604915,17.48209878,22636088.0
2018-01-22,17.878395712,18.004490191,18.175618412,17.734287737,17637649.0
2018-01-23,17.653227001,17.608193258,17.761307982,17.058781602,27792123.0
2018-01-24,17.914422706,17.653227001,18.139591418,17.473092031,26371285.0
2018-01-25,17.977469946,17.851375467,18.238665651,17.410044792,31662853.0
2018-01-26,17.743294485,17.59918651,17.770314731,17.437065037,18346672.0
2018-01-29,17.563159516,17.680247246,17.797334976,17.437065037,17668879.0
2018-01-30,17.536139271,17.229909823,17.752301234,17.211896326,16342622.0
2018-01-31,17.509119025,17.563159516,17.635213504,17.370415099,15107609.0
2018-02-01,17.518125774,17.518125774,17.734287737,17.383024547,10716705.0
2018-02-02,17.346997553,16.185127,17.36501105,16.144596632,25449182.0
2018-02-05,16.338241724,15.896911049,16.797585896,15.635715343,29891974.0
2018-02-06,15.527634362,16.878646632,16.919177,15.374519638,38602352.0
2018-02-07,16.545396939,16.086052767,16.644471172,16.009495405,31024247.0
2018-02-08,16.095059515,15.455580374,16.329234976,15.18537792,29904049.0
2018-02-09,15.707769331,15.824857061,15.986978534,14.987229454,34794826.0
2018-02-12,15.977971785,15.824857061,16.113073012,15.656430865,26314090.0
2018-02-13,15.896911049,16.032012276,16.185127,15.761809822,23234584.0
2018-02-14,15.815850313,17.220903074,17.274943565,15.608695098,35128651.0
2018-02-15,17.356004301,17.220903074,17.428058289,16.905666878,21663125.0
2018-02-16,17.148849086,16.869639884,17.346997553,16.797585896,16549355.0
2018-02-20,16.500363197,16.59943743,16.896660129,16.455329454,12946545.0
2018-02-21,16.608444178,16.869639884,17.234413197,16.608444178,16481498.0
2018-02-22,17.049774853,17.256930068,17.473092031,17.031761356,16885254.0
2018-02-23,17.265936816,17.608193258,17.680247246,17.265936816,15111653.0
2018-02-26,17.653227001,17.590179761,17.779321479,17.346997553,13857759.0
2018-02-27,17.473092031,17.193882829,17.491105528,17.058781602,15050376.0
2018-02-28,17.094808596,16.752552154,17.265936816,16.752552154,17068423.0
2018-03-01,16.887653381,16.698511663,16.887653381,16.392282215,15127720.0
2018-03-02,16.464336203,16.500363197,16.695809638,16.248174239,16260616.0
2018-03-05,16.383275466,16.383275466,16.563410436,16.257180988,16410834.0
2018-03-06,16.752552154,16.842619638,17.013747859,16.585927307,18429775.0
2018-03-07,16.527383442,16.320228227,16.680498166,16.275194485,13955347.0
2018-03-08,16.239167491,16.095059515,16.311221479,15.95095154,12134387.0
2018-03-09,16.311221479,16.59943743,16.608444178,16.284201233,15467350.0
2018-03-12,16.563410436,16.71652516,16.734538657,16.383275466,10999075.0
2018-03-13,16.851626387,16.644471172,16.990330313,16.581423933,12003044.0
2018-03-14,16.95070062,16.806592645,17.06778835,16.752552154,12497251.0
2018-03-15,16.779572399,16.581423933,16.86513651,16.527383442,10488830.0
2018-03-16,16.662484669,16.53639019,16.730035283,16.509369945,15208231.0
2018-03-19,16.446322706,16.257180988,16.473342951,16.131086509,11531526.0
2018-03-20,16.356255221,16.653477921,16.734538657,16.324731601,16664674.0
2018-03-21,16.752552154,17.274943565,17.328984056,16.725531908,15725942.0
2018-03-22,17.022754608,16.257180988,17.036264731,16.257180988,17976577.0
2018-03-23,16.338241724,15.779823319,16.495859822,15.77081657,16437453.0
2018-03-26,15.968965037,15.986978534,16.032012276,15.608695098,12987785.0
2018-03-27,16.095059515,15.527634362,16.095059515,15.41955338,15943327.0
2018-03-28,15.509620865,15.086303687,15.53664111,14.870141723,19249226.0
2018-03-29,15.203391417,15.824857061,15.851877307,15.203391417,16127839.0
2018-04-02,15.824857061,15.437566877,15.995985282,15.30246565,14724867.0
2018-04-03,15.455580374,15.65372884,15.725782828,15.352002767,12783377.0
2018-04-04,15.221404914,15.617701846,15.635715343,14.969215957,16268866.0
2018-04-05,15.734789577,16.311221479,16.311221479,15.71677608,17297453.0
2018-04-06,16.041019025,15.608695098,16.181524301,15.500614116,16346560.0
2018-04-09,15.71677608,15.698762583,15.901414423,15.374519638,14785123.0
2018-04-10,16.140093258,16.392282215,16.518376693,15.941944791,14465858.0
2018-04-11,16.30221473,16.194133749,16.365261969,16.122079761,11123729.0
2018-04-12,16.112846981,16.130910711,16.230261225,15.787699845,12857710.0
2018-04-13,16.25735682,16.139942576,16.328708552,15.972853075,9706951.0
2018-04-16,16.338643604,16.401866658,16.456057847,16.103815116,12325556.0
2018-04-17,16.428962253,16.528312767,16.62766328,16.25735682,10121729.0
2018-04-18,16.997969741,17.323116878,17.485690446,16.988937876,19424177.0
2018-04-19,17.323116878,17.675359609,17.792773853,17.14247958,22122732.0
2018-04-20,17.693423339,17.485690446,17.774710123,17.305053148,13230173.0
2018-04-23,17.12441585,16.988937876,17.408919594,16.898619227,14924599.0
2018-04-24,16.618631415,14.523238759,16.618631415,14.094225176,77548984.0
