time_key,open,close,high,low,volume
2018-01-02,14.72375,14.439375,14.914375,14.1725,13956304.0
2018-01-03,14.5,14.725,14.734375,14.4725,8940160.0
2018-01-04,14.765625,14.543125,14.864375,14.463125,13391536.0
2018-01-05,14.653125,14.798125,14.90375,14.65125,8092368.0
2018-01-08,14.9525,15.69125,15.746875,14.906875,22315664.0
2018-01-09,15.69125,15.62375,15.770625,15.40625,11308176.0
2018-01-10,15.63375,15.7675,15.9953125,15.5875,10113792.0
2018-01-11,15.84125,16.299375,16.363125,15.84125,17351392.0
2018-01-12,16.316875,16.189374999,16.427499999,16.06875,13187360.0
2018-01-16,16.353124999,15.798125,16.427499999,15.6353125,14477104.0
2018-01-17,15.994375,16.425625,16.538125,15.968125,14706896.0
2018-01-18,16.4675,16.574375,16.7575,16.4375,10279904.0
2018-01-19,16.741875,16.927499999,16.991875,16.69375,10907312.0
2018-01-22,16.9375,17.23,17.240625,16.793125,11967392.0
2018-01-23,16.9325,17.07125,17.2631875,16.7625,15075488.0
2018-01-24,17.175625,17.07125,17.304375,16.829374999,11393552.0
2018-01-25,17.225,17.2975,17.475,17.156875,8437296.0
2018-01-26,17.46625,17.71875,17.71875,17.30375,7940416.0
2018-01-29,17.71875,17.374375,17.7975,17.3348125,11757952.0
2018-01-30,17.067499999,17.201875,17.28625,15.750625,21755808.0
2018-01-31,17.281875,17.23875,17.3124375,16.815,14969520.0
2018-02-01,17.075,17.1875,17.310625,17.069375,13350048.0
2018-02-02,17.009374999,17.0925,17.465625,16.695,12168880.0
2018-02-05,16.594375,16.585625,17.493125,16.406875,19465904.0
2018-02-06,15.833125,17.02375,17.144375,15.650625,16066736.0
2018-02-07,17.374375,17.60125,18.0668125,17.19,18503776.0
2018-02-08,17.813125,16.532499999,17.8209375,16.52375,18446864.0
2018-02-09,16.848125,17.034375,17.1838125,16.1285625,18397248.0
2018-02-12,17.384375,17.78375,17.94825,17.3513125,20326768.0
2018-02-13,17.8125,18.28625,18.295375,17.755,16272352.0
2018-02-14,18.1875,18.8825,19.09,18.185,23549728.0
2018-02-15,19.125,19.2475,19.479375,18.459625,46332432.0
2018-02-16,16.125,15.593125,16.8125,15.47,142250736.0
2018-02-20,15.5,15.603125,15.83,15.381875,36081744.0
2018-02-21,15.5625,14.876875,15.66,14.73875,47864656.0
2018-02-22,15.0,15.29125,15.339375,14.9525,25600448.0
2018-02-23,15.396875,15.37,15.593125,15.02125,20834896.0
2018-02-26,15.473125,16.240625,16.25,15.4234375,27042384.0
2018-02-27,16.25,16.19625,16.497499999,15.984375,22606304.0
2018-02-28,16.25,16.85875,17.098749999,16.25,34256800.0
2018-03-01,16.915,16.4875,17.024999999,16.144375,25834064.0
