time_key,open,close,high,low,volume
2018-01-02,214.962302946,215.783203067,215.783203067,214.600757573,2784283.0
2018-01-03,215.914197767,217.066951128,217.189212848,215.861799887,2917652.0
2018-01-04,217.686992709,218.018845949,218.42929601,217.599662909,2918028.0
2018-01-05,218.72621733,219.416122751,219.547117451,218.280835349,2190162.0
2018-01-08,219.337525931,219.870237711,219.966300491,219.08426951,2476193.0
2018-01-09,220.228289892,220.333085652,220.894616266,219.992499431,2129810.0
2018-01-10,219.643180231,219.957567511,220.219556912,219.04060461,1953626.0
2018-01-11,220.481546312,221.581901793,221.581901793,220.359284592,2280293.0
2018-01-12,221.843891194,223.049042435,223.180037135,221.730362453,2054913.0
2018-01-16,224.254193676,222.236875294,224.785158861,221.643032653,3719563.0
2018-01-17,223.127639255,224.385188376,224.743240557,222.46567937,1867698.0
2018-01-18,224.297858576,224.079534076,224.673376717,223.581754216,3154233.0
2018-01-19,224.568580957,225.031428897,225.040161877,224.027136196,2541164.0
2018-01-22,224.830570357,226.839155759,226.865354699,224.830570357,1607788.0
2018-01-23,226.917752579,227.35440158,227.607658,226.629564239,2161081.0
2018-01-24,227.956977201,227.24087284,228.480956001,226.200774921,2935509.0
2018-01-25,228.079238921,227.3456686,228.122903821,226.647030199,3585564.0
2018-01-26,228.218966601,229.991761543,230.000494523,227.90457932,2857269.0
2018-01-29,229.528913602,228.402359181,229.895698763,228.349961301,5145000.0
2018-01-30,226.769291919,225.965857758,227.36313456,225.712601338,6678947.0
2018-01-31,226.909019599,226.175449278,227.3893335,225.267219357,5597301.0
2018-02-01,225.564140678,225.948391798,227.16227602,225.267219357,3125707.0
2018-02-02,224.760706517,221.101587893,224.874235257,221.022991073,5532170.0
2018-02-05,219.424855731,212.028021662,221.354844313,211.268252401,8559206.0
2018-02-06,208.543562638,215.949129687,216.411977627,207.556735897,11701703.0
2018-02-07,215.451349826,214.770177385,218.56902369,214.761444405,6240150.0
2018-02-08,215.049632746,206.788233656,215.206826386,206.709636836,6985672.0
2018-02-09,209.242201039,209.97577136,211.512775842,202.971921392,9713095.0
2018-02-12,211.774765242,212.857654763,214.237465605,210.16789692,4236207.0
2018-02-13,211.888293982,213.573759124,213.958010245,211.311917301,3077691.0
2018-02-14,212.211414243,216.368312727,216.682700008,212.071686562,3650816.0
2018-02-15,217.975181049,219.17159931,219.17159931,215.687140286,2923845.0
